1232578706,1232578706,1
1232578706,117441617,2
1232578706,4844604050,2
1232578706,385767086,2
1232578706,15508432,2
1232578706,1170908917,2
1232578706,1075817890249621504,2
1232578706,1073681305773203456,2
1232578706,41880814,2
1232578706,1526442266,2
1232578706,21605337,2
1232578706,1068590458962616321,2
1232578706,308552033,2
1232578706,389581077,2
1232578706,116050862,2
1232578706,2974793231,2
1232578706,169619150,2
1232578706,1050748788569182208,2
1232578706,1046650870316904448,2
1232578706,775597003426455552,2
1232578706,470747118,2
1232578706,1232578706,1
1232578706,117441617,2
1232578706,4844604050,2
1232578706,385767086,2
1232578706,15508432,2
1232578706,1170908917,2
1232578706,1075817890249621504,2
1232578706,1073681305773203456,2
1232578706,41880814,2
1232578706,1526442266,2
1232578706,21605337,2
1232578706,1068590458962616321,2
1232578706,308552033,2
1232578706,389581077,2
1232578706,116050862,2
1232578706,2974793231,2
1232578706,169619150,2
1232578706,1050748788569182208,2
1232578706,1046650870316904448,2
1232578706,775597003426455552,2
1232578706,470747118,2
0,0
0,0
